idProcess,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,flowTime_min,flowTime_max,flowTime_median,flowTime_Q1,flowTime_Q3,flowTime_avg,flowTime_total,effective_min,effective_max,effective_median,effective_Q1,effective_Q3,effective_avg,effective_total,waiting_min,waiting_max,waiting_median,waiting_Q1,waiting_Q3,waiting_avg,waiting_total,off_timetable_min,off_timetable_max,off_timetable_median,off_timetable_Q1,off_timetable_Q3,off_timetable_avg,off_timetable_total
proc_146611050,656085.0,6435399.0,2345339.0,1628024.0,2936958.0,2494625.2844444443,5.61290689E8,126551.0,4046205.0,1944689.0,1189267.0,2691652.0,1946336.5377777778,4.37925721E8,37264.0,265580.0,146282.0,107598.0,197409.0,151351.67555555556,3.4054127E7,23421.0,3816634.0,1745945.0,951076.0,2415691.0,1704872.8622222221,3.83596394E8,0.0,460800.0,0.0,0.0,230400.0,90112.0,2.02752E7
