repetition,overall_process_time,overall_waiting_time,overall_cycle_time,overall_avg_process_time,overall_avg_waiting_time,overall_avg_cycle_time
0,2532523.8436184684,7413341.135050208,206766959.4039999,7235.782410338481,21180.974671572025,590762.7411542854
1,2581067.111935466,3503877.902906712,127453006.10700008,7374.47746267276,10011.079722590606,364151.44602000026
