idProcess,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,flowTime_min,flowTime_max,flowTime_median,flowTime_Q1,flowTime_Q3,flowTime_avg,flowTime_total,effective_min,effective_max,effective_median,effective_Q1,effective_Q3,effective_avg,effective_total,waiting_min,waiting_max,waiting_median,waiting_Q1,waiting_Q3,waiting_avg,waiting_total,off_timetable_min,off_timetable_max,off_timetable_median,off_timetable_Q1,off_timetable_Q3,off_timetable_avg,off_timetable_total
proc_146611050,429305.0,6588588.0,2315240.0,1627130.0,3128803.0,2479638.288888889,5.57918615E8,126551.0,4805064.0,1895805.0,1237399.0,2600786.0,1948545.391111111,4.38422713E8,37105.0,263584.0,150360.0,105201.0,199406.0,151351.67555555556,3.4054127E7,23421.0,4389062.0,1694615.0,982585.0,2398383.0,1706057.7155555557,3.83862986E8,0.0,460800.0,0.0,0.0,230400.0,91136.0,2.05056E7
