idProcess,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,flowTime_min,flowTime_max,flowTime_median,flowTime_Q1,flowTime_Q3,flowTime_avg,flowTime_total,effective_min,effective_max,effective_median,effective_Q1,effective_Q3,effective_avg,effective_total,waiting_min,waiting_max,waiting_median,waiting_Q1,waiting_Q3,waiting_avg,waiting_total,off_timetable_min,off_timetable_max,off_timetable_median,off_timetable_Q1,off_timetable_Q3,off_timetable_avg,off_timetable_total
proc_703504298,1596.0,186699.0,26530.0,14859.0,51680.0,38653.43555555555,8697023.0,219.0,238471.0,7020.0,2371.0,97644.0,52940.39555555556,1.1911589E7,219.0,20587.0,3118.0,1467.0,5724.0,4277.6577777777775,962473.0,0.0,228932.0,0.0,0.0,92568.0,47638.73777777778,1.0718716E7,0.0,230400.0,0.0,0.0,0.0,1024.0,230400.0
