instanceId,costs,duration,effective,waiting,offTime
92,2379655.0,1366680,143963,992317,230400
93,1617364.0,998150,120891,877259,0
94,1897917.0,1228625,92495,905730,230400
95,1677958.0,1255983,150281,875302,230400
96,2109512.0,1271370,128353,1143017,0
97,1155811.0,1271076,92224,1178852,0
98,5010061.0,1352536,219749,1132787,0
99,3096612.0,1306996,156150,1150846,0
100,2231055.0,1293488,141203,1152285,0
101,1633784.0,1356492,187277,1169215,0
102,2392227.0,1354835,144805,1210030,0
103,1394106.0,1232895,73542,1159353,0
104,3101259.0,1300345,117275,1183070,0
105,2827429.0,1375412,218871,1156541,0
106,2565056.0,1328236,187206,1141030,0
107,1712155.0,1628858,224886,1173572,230400
108,4758782.0,1375180,187759,1187421,0
109,4423735.0,1631676,231913,1169363,230400
110,1561922.0,1627838,123775,1273663,230400
111,2151170.0,1612742,83078,1299264,230400
112,1590833.0,1568029,121654,1215975,230400
113,1608308.0,1620492,139324,1481168,0
114,1295850.0,1550869,57555,1493314,0
115,700481.0,1517983,54098,1463885,0
116,2212663.0,1468970,101736,1367234,0
117,1504369.0,1650729,90855,1559874,0
118,1799763.0,1622228,118558,1503670,0
119,2205555.0,1554701,189593,1365108,0
120,2382796.0,1622380,96211,1526169,0
121,2851152.0,1473347,187192,1286155,0
122,1805537.0,1431718,133865,1297853,0
123,3267671.0,1480165,188846,1291319,0
124,2566440.0,1542334,204383,1337951,0
125,2408914.0,1534831,135982,1398849,0
126,2214440.0,1506860,146337,1360523,0
127,5399855.0,1489062,227533,1261529,0
128,1077686.0,1521665,112324,1409341,0
129,3163252.0,1787657,168297,1388960,230400
130,1728590.0,1539807,130291,1409516,0
131,891865.0,1403406,49585,1353821,0
132,1717376.0,1389682,72095,1317587,0
133,1057372.0,1372771,60260,1312511,0
134,1432535.0,1614942,117978,1266564,230400
135,1937055.0,1612411,147054,1234957,230400
136,3831851.0,1629394,159985,1239009,230400
137,3148210.0,1668721,169955,1498766,0
138,2068514.0,1639137,143362,1495775,0
139,2452979.0,1676018,188982,1256636,230400
140,991238.0,1592766,77501,1515265,0
141,2079606.0,1605561,116149,1259012,230400
142,4703677.0,1690588,200041,1260147,230400
