idProcess,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,flowTime_min,flowTime_max,flowTime_median,flowTime_Q1,flowTime_Q3,flowTime_avg,flowTime_total,effective_min,effective_max,effective_median,effective_Q1,effective_Q3,effective_avg,effective_total,waiting_min,waiting_max,waiting_median,waiting_Q1,waiting_Q3,waiting_avg,waiting_total,off_timetable_min,off_timetable_max,off_timetable_median,off_timetable_Q1,off_timetable_Q3,off_timetable_avg,off_timetable_total
proc_916419490,70354.0,3077954.0,604640.0,401812.0,980892.0,770799.6844444445,1.73429929E8,288221.0,9.1111486E7,4.2242899E7,2.518528E7,6.5150225E7,4.486782985333333E7,1.0095261717E10,12622.0,1465197.0,195407.0,118555.0,385338.0,290711.85333333333,6.5410167E7,193368.0,8.8263889E7,4.1923096E7,2.5064595E7,6.4573248E7,4.4398942E7,9.98976195E9,0.0,1382400.0,0.0,0.0,230400.0,178176.0,4.00896E7
