caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
130,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[3274.675, 133.74, 130.502, 2021.841, 753.436, 1190.142, 1606.432, 19722.956, 1122.046, 0.0, 23863.875, 543.768, 1583.051, 85101.683, 60.0, 60.0, 0.0, 134.109, 1131.714, 0.0, 653.372]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17466.08, 1303.817, 0.0, 2782.273, 5424.185, 0.0, 0.0, 0.0, 0.0]",6813.682952380953,1284.5883333333336,170063.69700000001,2017-09-14 15:23:08.166000
131,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2595.928, 87.865, 108.429, 862.751, 747.767, 1292.345, 753.823, 619.089, 1910.921, 4199.482, 852.353, 0.0, 32104.219, 633.526, 1303.817, 101087.52, 60.0, 60.0, 0.0, 171.811, 0.0, 511.582]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15834.3, 2120.551, 0.0, 18999.25, 0.0, 0.0, 0.0, 0.0]",6816.510363636364,1679.7318636363634,186917.329,2017-09-14 18:23:17.912000
132,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1282.195, 138.694, 80.49, 1183.07, 482.698, 991.756, 430.374, 1525.338, 625.276, 19890.273, 899.408, 0.0, 36966.691, 651.281, 773.015, 168545.924, 60.0, 60.0, 0.0, 129.494, 0.0, 399.605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3166.876, 0.0, 0.0, 24351.987, 0.0, 0.0, 0.0, 0.0]",10687.07190909091,1250.8574090909092,262634.445,2017-09-14 21:16:32.546000
133,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[2764.835, 397.998, 82.188, 1379.802, 961.993, 1704.057, 814.533, 1670.87, 922.115, 2565.747, 559.369, 1882.467, 547.326, 1997.89, 694.233, 1847.079, 909.323, 1732.677, 772.193, 2075.463, 954.769, 12580.403, 968.995, 0.0, 35823.599, 441.91, 1903.56, 65138.722, 60.0, 60.0, 0.0, 230.405, 1213.82, 0.0, 446.758]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 388.031, 0.0, 4374.728, 0.0, 6058.342, 0.0, 638.581, 0.0, 22766.361, 0.0, 2149.485, 0.0, 2413.546, 669.425, 359.571, 0.0, 0.0, 1416.524, 4154.483, 0.0, 0.0, 0.0, 14539.907, 0.0, 0.0, 0.0, 0.0, 0.0]",4174.4314,1712.2566857142856,206034.083,2017-09-15 16:04:45.223000
134,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1355.275, 570.711, 73.054, 826.133, 795.949, 1874.087, 495.911, 1237.576, 1048.365, 5296.843, 1867.214, 0.0, 46408.844, 669.425, 636.776, 12870.012, 60.0, 60.0, 0.0, 331.515, 0.0, 455.761]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 93.768, 320.067, 267.426, 0.0, 0.0, 698.533, 635.491, 0.0, 0.0, 0.0, 2653.474, 0.0, 0.0, 0.0, 0.0]",3496.9750454545456,212.2163181818182,81602.21,2017-09-15 16:24:51.208000
135,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[1868.963, 193.344, 102.694, 1258.661, 483.741, 1712.921, 896.194, 14687.727, 1401.744, 0.0, 39861.844, 376.243, 680.008, 109709.911, 60.0, 60.0, 0.0, 282.04, 1726.637, 0.0, 665.034]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.012, 472.238, 0.0, 0.0, 540.723, 306.507, 3849.318, 0.0, 0.0, 21943.674, 0.0, 0.0, 0.0, 0.0, 0.0]",8382.271714285715,1292.7367619047618,203175.178,2017-09-15 16:52:38.336000
136,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1929.258, 876.562, 66.897, 1743.743, 807.998, 18288.339, 1159.832, 0.0, 23460.594, 529.247, 1608.051, 97927.324, 60.0, 60.0, 0.0, 316.138, 0.0, 322.193]","[0.0, 0.0, 0.0, 410.849, 0.0, 576.127, 0.0, 0.0, 838.058, 4376.64, 0.0, 0.0, 0.0, 18452.189, 5125.989, 0.0, 0.0, 0.0]",8286.454222222223,1654.436222222222,178936.028,2017-09-15 16:54:58.432000
137,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3212.795, 535.012, 67.209, 1353.648, 598.6, 1839.768, 3737.893, 13820.381, 1905.765, 0.0, 33954.16, 772.182, 453.551, 95544.796, 60.0, 60.0, 0.0, 164.934, 0.0, 537.148]","[0.0, 0.0, 0.0, 23552.657, 0.0, 3069.295, 1926.912, 877.656, 0.0, 0.0, 8504.748, 3112.717, 26004.545, 983.842, 0.0, 14960.722, 37965.017, 0.0, 0.0, 0.0]",7930.8921,6047.90555,279575.953,2017-09-16 00:04:12.008000
138,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1559.996, 252.23, 82.233, 1115.913, 720.128, 1345.971, 600.427, 486.94, 398.244, 666.078, 561.616, 1921.617, 1585.076, 19945.864, 1717.481, 0.0, 33374.914, 722.665, 983.842, 172849.45, 60.0, 60.0, 0.0, 295.187, 0.0, 752.229]","[0.0, 0.0, 0.0, 23797.121, 0.0, 2955.444, 0.0, 2679.313, 0.0, 1067.994, 0.0, 0.0, 791.708, 1908.246, 0.0, 0.0, 12660.02, 13891.262, 1930.813, 10890.561, 0.0, 20138.475, 33304.45, 0.0, 0.0, 0.0]",9309.926961538462,4846.746423076924,368073.50800000003,2017-09-16 00:13:32.188000
139,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1878.859, 55.225, 130.394, 1669.364, 1848.246, 2325.519, 785.401, 0.0, 23446.76, 440.281, 1423.405, 161557.88, 60.0, 60.0, 0.0, 243.663, 0.0, 542.221]","[0.0, 0.0, 0.0, 221.258, 1585.076, 5872.14, 0.0, 0.0, 612.291, 12115.709, 0.0, 0.0, 0.0, 11123.429, 16930.075, 0.0, 0.0, 0.0]",10914.845444444443,2692.221,244927.196,2017-09-16 10:31:00.061000
140,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[2808.614, 232.403, 105.455, 1281.254, 1327.98, 3161.334, 1579.223, 0.0, 28966.61, 772.735, 1425.736, 163735.461, 60.0, 60.0, 0.0, 383.216, 993.041, 0.0, 519.139]","[0.0, 0.0, 0.0, 19618.363, 12584.396, 3498.449, 0.0, 0.0, 1370.176, 15610.124, 4353.254, 0.0, 0.0, 16516.504, 33244.45, 0.0, 0.0, 0.0, 0.0]",10916.431631578946,5620.827157894737,314207.91699999996,2017-09-16 15:25:25.759000
141,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1894.025, 58.456, 171.549, 524.762, 665.006, 888.891, 657.319, 1175.251, 1336.36, 11365.783, 539.475, 0.0, 33039.643, 736.877, 515.263, 101810.673, 60.0, 60.0, 0.0, 329.851, 0.0, 610.948]","[0.0, 0.0, 0.0, 18583.834, 0.0, 3406.625, 0.0, 3736.163, 2145.807, 10258.67, 0.0, 0.0, 2768.431, 13790.396, 0.0, 0.0, 0.0, 11069.029, 76258.287, 0.0, 0.0, 0.0]",7110.915090909091,6455.3291818181815,298457.374,2017-09-16 19:03:41.877000
142,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2534.539, 556.652, 123.883, 551.8, 431.938, 1174.175, 822.468, 2145.807, 1117.833, 19412.706, 1629.099, 0.0, 27785.724, 685.437, 313.128, 85366.062, 60.0, 60.0, 0.0, 211.077, 0.0, 241.76]","[0.0, 0.0, 0.0, 12279.384, 0.0, 3976.784, 0.0, 3572.09, 10477.197, 13007.563, 0.0, 0.0, 18378.269, 10587.661, 22952.842, 39734.447, 0.0, 0.0, 16334.75, 0.0, 0.0, 0.0]",6601.094909090909,6877.3175909090905,296525.07499999995,2017-09-16 20:39:20.045000
143,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[422.155, 354.49, 107.73, 1309.66, 537.193, 993.473, 767.012, 20757.411, 1693.728, 0.0, 39907.687, 710.603, 644.525, 39734.447, 60.0, 60.0, 0.0, 299.571, 0.0, 514.334]","[0.0, 0.0, 0.0, 11633.46, 0.0, 3295.763, 4571.539, 3304.734, 0.0, 0.0, 6815.019, 3236.312, 47333.422, 2152.359, 0.0, 3121.592, 10148.31, 0.0, 0.0, 0.0]",5443.70095,4780.625499999999,204486.52899999998,2017-09-16 21:45:28.749000
144,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[2749.941, 261.66, 154.911, 1410.205, 551.378, 1760.033, 579.513, 1407.646, 770.027, 18109.357, 1456.107, 0.0, 16275.664, 590.704, 1839.231, 115974.308, 60.0, 60.0, 0.0, 279.051, 847.105, 0.0, 686.354]","[0.0, 0.0, 0.0, 3518.632, 0.0, 1760.335, 0.0, 19284.907, 5161.992, 15612.832, 0.0, 0.0, 8753.73, 11297.18, 21799.048, 25263.973, 0.0, 3542.999, 55948.649, 0.0, 0.0, 0.0, 111.782]",7209.704130434783,7480.698217391305,337879.254,2017-09-17 01:57:38.863000
145,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3058.034, 466.804, 130.693, 748.789, 308.114, 2062.073, 502.598, 1928.1, 262.081, 211.633, 1412.03, 3137.451, 956.946, 0.0, 35489.808, 481.259, 1542.958, 140369.485, 60.0, 60.0, 0.0, 273.651, 0.0, 713.881]","[0.0, 0.0, 0.0, 13545.381, 0.0, 5389.771, 0.0, 26443.213, 0.0, 12337.092, 2169.885, 14179.208, 0.0, 0.0, 7178.701, 369.786, 37173.972, 33606.518, 0.0, 1917.34, 15448.306, 0.0, 0.0, 0.0]",8090.682833333332,7073.298875,363935.561,2017-09-17 06:19:42.457000
146,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[357.218, 293.877, 167.023, 1177.595, 1065.276, 9670.431, 1374.907, 0.0, 38237.232, 674.836, 434.743, 82239.013, 60.0, 60.0, 0.0, 284.752, 0.0, 305.232]","[0.0, 0.0, 0.0, 11236.598, 17746.58, 18287.752, 0.0, 0.0, 4611.153, 18826.446, 39398.239, 4773.56, 0.0, 7146.724, 56008.649, 0.0, 0.0, 0.0]",7577.896388888889,9890.872277777778,314437.836,2017-09-17 08:06:05.973000
147,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2980.921, 315.88, 216.374, 2071.865, 1459.282, 19208.256, 745.239, 0.0, 50454.432, 679.506, 1898.066, 58089.982, 60.0, 60.0, 0.0, 123.794, 0.0, 641.669]","[0.0, 0.0, 0.0, 25546.323, 10738.941, 15001.618, 0.0, 0.0, 8347.403, 60.0, 9468.804, 70078.094, 0.0, 977.155, 17647.68, 220.958, 181.015, 0.0]",7722.514777777778,8792.66616666667,297273.25700000004,2017-09-17 13:25:06.529000
148,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3214.455, 56.726, 80.505, 1902.266, 1395.635, 6859.506, 882.427, 0.0, 26372.072, 737.27, 1332.536, 112855.024, 60.0, 60.0, 0.0, 155.985, 0.0, 528.768]","[0.0, 0.0, 0.0, 15764.792, 3396.679, 15921.024, 0.0, 0.0, 7028.649, 2703.415, 38610.091, 35955.953, 0.0, 1873.18, 36425.445, 0.0, 0.0, 0.0]",8694.06527777778,8759.95711111111,314172.40300000005,2017-09-17 19:15:43.325000
149,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1857.013, 437.678, 137.308, 1547.016, 368.658, 2028.579, 2707.982, 4154.889, 1294.691, 0.0, 49970.859, 549.329, 956.01, 17738.871, 60.0, 60.0, 0.0, 242.192, 0.0, 493.327]","[0.0, 0.0, 0.0, 7375.024, 0.0, 17585.608, 630.431, 0.0, 0.0, 0.0, 0.0, 6512.682, 59739.931, 2955.972, 0.0, 0.0, 41300.298, 50.388, 293.98, 0.0]",4230.2201000000005,6822.215700000001,221048.71600000001,2017-09-18 10:19:44.592000
150,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1344.959, 712.194, 79.102, 309.786, 2062.762, 20889.79, 1942.335, 0.0, 19343.35, 417.993, 743.818, 26606.001, 60.0, 60.0, 0.0, 405.762, 0.0, 342.036]","[0.0, 0.0, 0.0, 13247.269, 588.098, 0.0, 0.0, 0.0, 0.0, 3583.182, 75840.294, 3550.013, 0.0, 2814.855, 29980.282, 292.58, 381.545, 123.794]",4184.438222222222,7244.550666666666,205721.8,2017-09-18 14:42:57.338000
151,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[402.931, 184.819, 207.574, 1111.123, 932.515, 21386.309, 972.779, 0.0, 43704.066, 447.575, 1212.433, 72192.691, 60.0, 60.0, 0.0, 345.382, 904.885, 0.0, 897.198]","[0.0, 0.0, 0.0, 0.0, 724.957, 0.0, 0.0, 0.0, 0.0, 699.584, 26308.983, 26606.001, 0.0, 1012.991, 1766.52, 0.0, 0.0, 0.0, 0.0]",7632.751578947368,3006.265052631579,202141.316,2017-09-19 03:35:36.635000
152,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[386.047, 165.082, 100.799, 724.957, 1022.337, 1589.599, 1551.509, 3479.481, 1655.511, 0.0, 44539.341, 618.849, 992.075, 17346.31, 60.0, 60.0, 0.0, 157.284, 0.0, 348.375]","[0.0, 0.0, 0.0, 610.91, 0.0, 10506.607, 2411.576, 1240.825, 0.0, 0.0, 1854.844, 0.0, 24563.659, 41273.263, 0.0, 3211.705, 36485.445, 0.0, 0.0, 0.0]",3739.8777999999998,6107.9417,196956.39,2017-09-19 03:46:20.244000
153,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2111.981, 137.928, 146.762, 1933.583, 1240.825, 10023.037, 1646.66, 0.0, 20315.772, 454.7, 1381.57, 96782.55, 60.0, 60.0, 0.0, 297.232, 0.0, 849.994]","[0.0, 0.0, 0.0, 9516.817, 2029.502, 3479.481, 0.0, 0.0, 2527.884, 3510.504, 32789.75, 19313.273, 0.0, 1086.717, 44720.664, 0.0, 0.0, 0.0]",7635.6996666666655,6609.699555555556,256417.186,2017-09-19 04:39:33.094000
154,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3086.774, 288.208, 174.82, 1959.897, 455.773, 1481.881, 682.09, 1867.125, 562.369, 699.584, 1075.033, 20066.033, 823.059, 0.0, 46401.278, 758.784, 862.801, 147480.21, 60.0, 60.0, 0.0, 355.809, 0.0, 794.016]","[0.0, 0.0, 0.0, 5105.751, 0.0, 21525.317, 0.0, 1801.233, 0.0, 4285.684, 447.575, 0.0, 0.0, 0.0, 0.0, 1069.616, 17199.143, 23478.226, 0.0, 397.545, 119429.236, 0.0, 0.0, 0.0]",9583.147666666666,8114.138583333333,424734.87,2017-09-19 10:54:46.786000
155,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1504.283, 783.22, 137.457, 1665.318, 1908.623, 15855.648, 1390.044, 0.0, 25298.736, 543.569, 539.596, 99791.014, 60.0, 60.0, 0.0, 275.309, 0.0, 395.775]","[0.0, 0.0, 0.0, 4617.796, 21797.653, 2441.825, 0.0, 0.0, 0.0, 0.0, 49410.173, 858.929, 0.0, 2331.604, 63511.255, 0.0, 0.0, 0.0]",8344.921777777778,8053.846388888888,295177.827,2017-09-19 11:54:19.480000
156,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3340.97, 209.715, 90.878, 2061.693, 21.303, 1701.85, 729.237, 1598.986, 432.387, 1154.869, 1171.532, 17663.527, 1301.003, 0.0, 23423.691, 450.36, 350.392, 132270.53, 60.0, 60.0, 0.0, 165.276, 0.0, 791.908]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1903.269, 29529.922, 862.801, 0.0, 11703.789, 25614.494, 0.0, 0.0, 0.0]",7877.087791666668,2900.5947916666664,258664.382,2017-09-19 23:19:28.229000
157,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3235.695, 949.428, 164.731, 1921.415, 422.379, 1722.945, 2054.346, 18022.371, 1646.769, 0.0, 19800.4, 657.11, 1154.881, 124435.737, 60.0, 60.0, 0.0, 171.655, 0.0, 390.125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15186.886, 18151.289, 1744.63, 0.0, 0.0, 5438.827, 0.0, 0.0, 0.0]",8843.49935,2026.0816,217391.619,2017-09-20 11:01:35.211000
158,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2661.436, 584.738, 123.347, 1843.269, 889.111, 1887.821, 1645.442, 18951.845, 1941.563, 0.0, 25193.655, 369.141, 1744.63, 110381.499, 60.0, 60.0, 0.0, 349.532, 0.0, 807.164]","[0.0, 0.0, 0.0, 1766.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1806.893, 17787.246, 13185.187, 0.0, 729.726, 5578.152, 0.0, 0.0, 0.0]",8474.70965,2042.6977,210348.147,2017-09-20 13:08:53.599000
159,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2487.636, 752.01, 125.669, 1069.616, 71.841, 1279.48, 2439.835, 14178.3, 1729.489, 0.0, 39083.903, 419.464, 639.69, 175882.4, 60.0, 60.0, 0.0, 396.301, 0.0, 503.552]","[0.0, 0.0, 0.0, 2564.397, 0.0, 746.943, 0.0, 0.0, 0.0, 0.0, 1074.073, 1332.026, 55902.124, 978.888, 0.0, 12825.203, 16153.49, 0.0, 0.0, 0.0]",12058.9593,4578.8572,332756.33,2017-09-20 16:35:46.558000
160,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1031.258, 452.948, 93.269, 1623.245, 1060.317, 14041.35, 598.671, 0.0, 51219.645, 776.378, 708.116, 141505.863, 60.0, 60.0, 0.0, 404.294, 0.0, 486.128]","[0.0, 0.0, 0.0, 2564.403, 120.0, 1369.843, 0.0, 0.0, 1203.975, 12493.318, 15944.799, 63475.23, 0.0, 7515.457, 108289.57, 0.0, 0.0, 0.0]",11895.63788888889,11832.033055555557,427098.07700000005,2017-09-20 22:35:20.407000
161,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3208.937, 577.492, 94.493, 1372.65, 452.485, 1037.51, 739.0, 1088.748, 728.34, 829.662, 547.9, 1148.592, 634.306, 1449.123, 784.344, 1945.603, 788.801, 1332.026, 758.779, 331.621, 565.373, 1238.69, 787.634, 1148.941, 370.971, 1603.254, 447.424, 683.745, 1828.735, 10306.182, 1302.101, 0.0, 28712.606, 594.859, 579.957, 172620.022, 60.0, 60.0, 0.0, 295.021, 0.0, 688.211]","[0.0, 0.0, 0.0, 14620.688, 0.0, 1496.435, 0.0, 1158.312, 0.0, 970.497, 0.0, 934.684, 0.0, 1176.806, 0.0, 2531.929, 0.0, 1856.983, 0.0, 1183.173, 0.0, 1219.041, 0.0, 482.474, 0.0, 245.198, 0.0, 1114.296, 526.164, 0.0, 0.0, 0.0, 1873.759, 2043.031, 62916.396, 4978.87, 0.0, 0.0, 80899.135, 0.0, 0.0, 0.0]",5803.431857142858,4338.758833333333,425972.009,2017-09-20 23:39:35.430000
