idProcess,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,flowTime_min,flowTime_max,flowTime_median,flowTime_Q1,flowTime_Q3,flowTime_avg,flowTime_total,effective_min,effective_max,effective_median,effective_Q1,effective_Q3,effective_avg,effective_total,waiting_min,waiting_max,waiting_median,waiting_Q1,waiting_Q3,waiting_avg,waiting_total,off_timetable_min,off_timetable_max,off_timetable_median,off_timetable_Q1,off_timetable_Q3,off_timetable_avg,off_timetable_total
proc_1268650975,2286.0,294992.0,34389.0,13902.0,76550.0,55007.88444444445,1.2376774E7,275.0,245831.0,7189.0,2368.0,107578.0,53792.36444444444,1.2103282E7,275.0,24536.0,3030.0,1569.0,6430.0,4574.533333333334,1029270.0,0.0,229548.0,0.0,0.0,95108.0,47169.83111111111,1.0613212E7,0.0,230400.0,0.0,0.0,0.0,2048.0,460800.0
